"No.","Time","Source","Destination","Protocol","Length","Info"
"11860","5.770173","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14002472 Win=665984 Len=0 TSval=1915940088 TSecr=1455335343"
"11902","5.775982","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14013464 Win=665984 Len=0 TSval=1915940095 TSecr=1455335351"
"11903","5.776017","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14029952 Win=665984 Len=0 TSval=1915940096 TSecr=1455335351"
"12016","5.794989","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14056058 Win=665984 Len=0 TSval=1915940097 TSecr=1455335351"
"12017","5.795032","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14058806 Win=665984 Len=0 TSval=1915940097 TSecr=1455335362"
"12018","5.795047","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14069798 Win=665984 Len=0 TSval=1915940098 TSecr=1455335362"
"12019","5.795064","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14080790 Win=665984 Len=0 TSval=1915940102 TSecr=1455335362"
"12020","5.795074","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14083538 Win=665984 Len=0 TSval=1915940102 TSecr=1455335362"
"12021","5.795089","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14106896 Win=665984 Len=0 TSval=1915940102 TSecr=1455335363"
"12022","5.795102","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14112392 Win=665984 Len=0 TSval=1915940102 TSecr=1455335363"
"12023","5.796681","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14130254 Win=665984 Len=0 TSval=1915940107 TSecr=1455335368"
"12024","5.796736","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14138498 Win=665984 Len=0 TSval=1915940108 TSecr=1455335368"
"12025","5.796755","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14152238 Win=665984 Len=0 TSval=1915940111 TSecr=1455335373"
"12026","5.796768","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14168726 Win=665984 Len=0 TSval=1915940112 TSecr=1455335373"
"12027","5.796787","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14172848 Win=665984 Len=0 TSval=1915940112 TSecr=1455335373"
"12028","5.796802","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14175596 Win=665984 Len=0 TSval=1915940112 TSecr=1455335373"
"12029","5.796813","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14182466 Win=665984 Len=0 TSval=1915940114 TSecr=1455335376"
"12054","5.801859","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14201702 Win=665984 Len=0 TSval=1915940114 TSecr=1455335376"
"12055","5.801912","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14207198 Win=665984 Len=0 TSval=1915940116 TSecr=1455335380"
"12056","5.801926","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14212694 Win=665984 Len=0 TSval=1915940116 TSecr=1455335380"
"12057","5.801940","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14216816 Win=665984 Len=0 TSval=1915940117 TSecr=1455335380"
"12090","5.804698","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14220938 Win=665984 Len=0 TSval=1915940118 TSecr=1455335380"
"12091","5.804734","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14225060 Win=665984 Len=0 TSval=1915940118 TSecr=1455335380"
"12092","5.804753","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14230556 Win=665984 Len=0 TSval=1915940119 TSecr=1455335380"
"12093","5.804763","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14237426 Win=665984 Len=0 TSval=1915940119 TSecr=1455335380"
"12094","5.804777","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14240174 Win=665984 Len=0 TSval=1915940119 TSecr=1455335380"
"12095","5.804792","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14252540 Win=665984 Len=0 TSval=1915940123 TSecr=1455335382"
"12096","5.804803","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14256662 Win=665984 Len=0 TSval=1915940123 TSecr=1455335382"
"12097","5.804817","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14263532 Win=665984 Len=0 TSval=1915940123 TSecr=1455335382"
"12098","5.804827","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14266280 Win=665984 Len=0 TSval=1915940124 TSecr=1455335382"
"12099","5.806012","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14278646 Win=665984 Len=0 TSval=1915940126 TSecr=1455335389"
"12100","5.806057","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14282768 Win=665984 Len=0 TSval=1915940126 TSecr=1455335389"
"12101","5.806076","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14289638 Win=665984 Len=0 TSval=1915940126 TSecr=1455335389"
"12102","5.806090","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14296508 Win=665984 Len=0 TSval=1915940126 TSecr=1455335389"
"12103","5.809583","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14299256 Win=665984 Len=0 TSval=1915940126 TSecr=1455335389"
"12146","5.812414","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14302004 Win=665984 Len=0 TSval=1915940129 TSecr=1455335392"
"12147","5.812463","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14308874 Win=665984 Len=0 TSval=1915940129 TSecr=1455335392"
"12148","5.812490","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14312996 Win=665984 Len=0 TSval=1915940129 TSecr=1455335392"
"12149","5.814044","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14315744 Win=665984 Len=0 TSval=1915940133 TSecr=1455335392"
"12150","5.814086","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14333606 Win=665984 Len=0 TSval=1915940134 TSecr=1455335392"
"12151","5.820874","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14343224 Win=665984 Len=0 TSval=1915940134 TSecr=1455335392"
"12152","5.820929","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14351468 Win=665984 Len=0 TSval=1915940136 TSecr=1455335399"
"12153","5.820944","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14367956 Win=665984 Len=0 TSval=1915940136 TSecr=1455335399"
"12203","5.822970","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14376200 Win=665984 Len=0 TSval=1915940143 TSecr=1455335399"
"12204","5.823005","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14400932 Win=665984 Len=0 TSval=1915940143 TSecr=1455335399"
"12205","5.824956","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14410550 Win=665984 Len=0 TSval=1915940145 TSecr=1455335408"
"12206","5.824996","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14416046 Win=665984 Len=0 TSval=1915940145 TSecr=1455335408"
"12235","5.827067","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14418794 Win=665984 Len=0 TSval=1915940147 TSecr=1455335408"
"12236","5.827102","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14427038 Win=665984 Len=0 TSval=1915940147 TSecr=1455335408"
"12237","5.827123","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14432534 Win=665984 Len=0 TSval=1915940147 TSecr=1455335408"
"12238","5.827133","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14440778 Win=665984 Len=0 TSval=1915940147 TSecr=1455335408"
"12239","5.827149","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14443526 Win=665984 Len=0 TSval=1915940147 TSecr=1455335410"
"12240","5.827158","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14446274 Win=665984 Len=0 TSval=1915940147 TSecr=1455335410"
"12295","5.838823","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14454518 Win=665984 Len=0 TSval=1915940149 TSecr=1455335410"
"12296","5.838866","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14460014 Win=665984 Len=0 TSval=1915940149 TSecr=1455335410"
"12297","5.838884","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14468258 Win=665984 Len=0 TSval=1915940149 TSecr=1455335410"
"12298","5.839986","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14473754 Win=665984 Len=0 TSval=1915940158 TSecr=1455335414"
"12299","5.840032","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14480624 Win=665984 Len=0 TSval=1915940158 TSecr=1455335414"
"12300","5.840064","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14484746 Win=665984 Len=0 TSval=1915940158 TSecr=1455335414"
"12301","5.840073","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14491616 Win=665984 Len=0 TSval=1915940159 TSecr=1455335414"
"12302","5.840090","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14498486 Win=665984 Len=0 TSval=1915940159 TSecr=1455335414"
"12303","5.840100","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14503982 Win=665984 Len=0 TSval=1915940159 TSecr=1455335414"
"12304","5.840114","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14506730 Win=665984 Len=0 TSval=1915940159 TSecr=1455335414"
"12356","5.850542","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14512226 Win=665984 Len=0 TSval=1915940160 TSecr=1455335424"
"12357","5.850583","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14516348 Win=665984 Len=0 TSval=1915940160 TSecr=1455335424"
"12358","5.850600","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14521844 Win=665984 Len=0 TSval=1915940161 TSecr=1455335424"
"12359","5.850618","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14527340 Win=665984 Len=0 TSval=1915940164 TSecr=1455335424"
"12360","5.850628","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14532836 Win=665984 Len=0 TSval=1915940164 TSecr=1455335424"
"12361","5.850641","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14535584 Win=665984 Len=0 TSval=1915940164 TSecr=1455335424"
"12362","5.850651","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14542454 Win=665984 Len=0 TSval=1915940164 TSecr=1455335424"
"12363","5.850667","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14549324 Win=665984 Len=0 TSval=1915940164 TSecr=1455335424"
"12364","5.850677","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14552072 Win=665984 Len=0 TSval=1915940164 TSecr=1455335424"
"12392","5.853711","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14556194 Win=665984 Len=0 TSval=1915940165 TSecr=1455335424"
"12393","5.853752","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14564438 Win=665984 Len=0 TSval=1915940167 TSecr=1455335424"
"12394","5.853765","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14569934 Win=665984 Len=0 TSval=1915940167 TSecr=1455335424"
"12395","5.853779","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14575430 Win=665984 Len=0 TSval=1915940167 TSecr=1455335424"
"12396","5.853790","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14580926 Win=665984 Len=0 TSval=1915940167 TSecr=1455335424"
"12397","5.857225","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14587796 Win=665984 Len=0 TSval=1915940168 TSecr=1455335433"
"12398","5.857283","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14593292 Win=665984 Len=0 TSval=1915940171 TSecr=1455335433"
"12399","5.857297","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14598788 Win=665984 Len=0 TSval=1915940171 TSecr=1455335433"
"12400","5.857312","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14604284 Win=665984 Len=0 TSval=1915940171 TSecr=1455335433"
"12401","5.857325","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14611154 Win=665984 Len=0 TSval=1915940171 TSecr=1455335433"
"12402","5.857336","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14613902 Win=665984 Len=0 TSval=1915940171 TSecr=1455335433"
"12403","5.857345","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14616650 Win=665984 Len=0 TSval=1915940172 TSecr=1455335433"
"12404","5.857357","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14623520 Win=665984 Len=0 TSval=1915940172 TSecr=1455335433"
"12405","5.857367","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14626268 Win=665984 Len=0 TSval=1915940172 TSecr=1455335433"
"12406","5.857382","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14629016 Win=665984 Len=0 TSval=1915940175 TSecr=1455335437"
"12407","5.857392","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14637260 Win=665984 Len=0 TSval=1915940175 TSecr=1455335437"
"12408","5.857405","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14644130 Win=665984 Len=0 TSval=1915940175 TSecr=1455335437"
"12409","5.857415","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14651000 Win=665984 Len=0 TSval=1915940175 TSecr=1455335437"
"12410","5.858960","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14657870 Win=665984 Len=0 TSval=1915940177 TSecr=1455335441"
"12411","5.859014","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14663366 Win=665984 Len=0 TSval=1915940177 TSecr=1455335441"
"12412","5.859037","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14666114 Win=665984 Len=0 TSval=1915940177 TSecr=1455335441"
"12468","5.864103","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14670236 Win=665984 Len=0 TSval=1915940183 TSecr=1455335441"
"12469","5.864149","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14675732 Win=665984 Len=0 TSval=1915940183 TSecr=1455335441"
"12470","5.864167","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14681228 Win=665984 Len=0 TSval=1915940183 TSecr=1455335441"
"12471","5.864181","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14688098 Win=665984 Len=0 TSval=1915940183 TSecr=1455335441"
"12472","5.868086","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14690846 Win=665984 Len=0 TSval=1915940184 TSecr=1455335446"
"12473","5.868121","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14693594 Win=665984 Len=0 TSval=1915940184 TSecr=1455335446"
"12474","5.868138","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14699090 Win=665984 Len=0 TSval=1915940184 TSecr=1455335446"
"12475","5.868148","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14701838 Win=665984 Len=0 TSval=1915940184 TSecr=1455335446"
"12476","5.868162","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14707334 Win=665984 Len=0 TSval=1915940184 TSecr=1455335446"
"12499","5.875229","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14711456 Win=665984 Len=0 TSval=1915940195 TSecr=1455335449"
"12500","5.875279","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14718326 Win=665984 Len=0 TSval=1915940195 TSecr=1455335449"
"12501","5.875299","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14725196 Win=665984 Len=0 TSval=1915940195 TSecr=1455335449"
"12502","5.875310","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14730692 Win=665984 Len=0 TSval=1915940195 TSecr=1455335449"
"12503","5.875324","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14734814 Win=665984 Len=0 TSval=1915940195 TSecr=1455335450"
"12504","5.875334","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14737562 Win=665984 Len=0 TSval=1915940195 TSecr=1455335450"
"12544","5.877932","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14740310 Win=665984 Len=0 TSval=1915940196 TSecr=1455335450"
"12545","5.877977","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14747180 Win=665984 Len=0 TSval=1915940196 TSecr=1455335450"
"12546","5.878014","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14754050 Win=665984 Len=0 TSval=1915940196 TSecr=1455335450"
"12547","5.878029","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14760920 Win=665984 Len=0 TSval=1915940196 TSecr=1455335450"
"12548","5.878202","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14763668 Win=665984 Len=0 TSval=1915940197 TSecr=1455335450"
"12549","5.884860","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14781530 Win=665984 Len=0 TSval=1915940199 TSecr=1455335462"
"12550","5.884910","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14793896 Win=665984 Len=0 TSval=1915940199 TSecr=1455335462"
"12594","5.893820","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14818628 Win=665984 Len=0 TSval=1915940209 TSecr=1455335465"
"12624","5.894767","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14822750 Win=665984 Len=0 TSval=1915940211 TSecr=1455335465"
"12625","5.894811","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14847482 Win=665984 Len=0 TSval=1915940211 TSecr=1455335465"
"12626","5.894908","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14857100 Win=665984 Len=0 TSval=1915940213 TSecr=1455335476"
"12627","5.898087","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14880458 Win=665984 Len=0 TSval=1915940214 TSecr=1455335476"
"12628","5.898146","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14896946 Win=665984 Len=0 TSval=1915940216 TSecr=1455335476"
"12629","5.898160","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14906564 Win=665984 Len=0 TSval=1915940216 TSecr=1455335479"
"12744","5.920922","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14913434 Win=665984 Len=0 TSval=1915940217 TSecr=1455335481"
"12745","5.920967","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14918930 Win=665984 Len=0 TSval=1915940222 TSecr=1455335481"
"12746","5.920979","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14946410 Win=665984 Len=0 TSval=1915940222 TSecr=1455335481"
"12747","5.920997","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14956028 Win=665984 Len=0 TSval=1915940229 TSecr=1455335488"
"12748","5.921010","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14967020 Win=665984 Len=0 TSval=1915940230 TSecr=1455335488"
"12749","5.921025","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14972516 Win=665984 Len=0 TSval=1915940232 TSecr=1455335495"
"12750","5.921036","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=14995874 Win=665984 Len=0 TSval=1915940232 TSecr=1455335495"
"12751","5.921052","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15006866 Win=665984 Len=0 TSval=1915940233 TSecr=1455335495"
"12752","5.921062","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15013736 Win=665984 Len=0 TSval=1915940233 TSecr=1455335495"
"12764","5.922560","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15021980 Win=665984 Len=0 TSval=1915940236 TSecr=1455335498"
"12765","5.922596","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15028850 Win=665984 Len=0 TSval=1915940237 TSecr=1455335498"
"12766","5.922613","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15038468 Win=665984 Len=0 TSval=1915940237 TSecr=1455335498"
"12767","5.922628","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15041216 Win=665984 Len=0 TSval=1915940242 TSecr=1455335502"
"12768","5.922639","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15049460 Win=665984 Len=0 TSval=1915940242 TSecr=1455335502"
"12798","5.926066","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15059078 Win=665984 Len=0 TSval=1915940242 TSecr=1455335502"
"12799","5.926112","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15063200 Win=665984 Len=0 TSval=1915940242 TSecr=1455335502"
"12800","5.926129","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15071444 Win=665984 Len=0 TSval=1915940242 TSecr=1455335502"
"12801","5.926139","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15078314 Win=665984 Len=0 TSval=1915940243 TSecr=1455335502"
"12802","5.926157","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15081062 Win=665984 Len=0 TSval=1915940244 TSecr=1455335508"
"12803","5.926170","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15086558 Win=665984 Len=0 TSval=1915940244 TSecr=1455335508"
"12804","5.926184","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15093428 Win=665984 Len=0 TSval=1915940244 TSecr=1455335508"
"12821","5.929863","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15097550 Win=665984 Len=0 TSval=1915940245 TSecr=1455335508"
"12822","5.929897","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15105794 Win=665984 Len=0 TSval=1915940245 TSecr=1455335508"
"12823","5.929916","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15108542 Win=665984 Len=0 TSval=1915940246 TSecr=1455335510"
"12824","5.929929","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15118160 Win=665984 Len=0 TSval=1915940246 TSecr=1455335510"
"12825","5.934125","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15131900 Win=665984 Len=0 TSval=1915940251 TSecr=1455335511"
"12826","5.934184","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15136022 Win=665984 Len=0 TSval=1915940251 TSecr=1455335511"
"12827","5.934205","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15142892 Win=665984 Len=0 TSval=1915940251 TSecr=1455335512"
"12828","5.934219","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15148388 Win=665984 Len=0 TSval=1915940251 TSecr=1455335512"
"12829","5.934233","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15155258 Win=665984 Len=0 TSval=1915940252 TSecr=1455335512"
"12830","5.934243","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15158006 Win=665984 Len=0 TSval=1915940252 TSecr=1455335512"
"12877","5.941258","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15162128 Win=665984 Len=0 TSval=1915940257 TSecr=1455335517"
"12878","5.941304","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15168998 Win=665984 Len=0 TSval=1915940257 TSecr=1455335517"
"12903","5.941953","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15173120 Win=665984 Len=0 TSval=1915940257 TSecr=1455335517"
"12904","5.942011","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=15175868 Win=665984 Len=0 TSval=1915940260 TSecr=1455335517"
